idorganization,passwordhash,name,abbreviation,juridicalentity_idjuridicalentity,street,streetnumber,postal,city,province_idprovince,telnr,faxnr,url,organizationtypeother,goal,organizationkeywordother,remark,active,datecreated,email
414,,Beschut Wonen De Vliering,,1,Heuvelstraat,170,2530,Boechout,1,,,www.devliering.be,,De Vliering voorziet begeleiding en huisvesting voor personenmet ernstige en langdurige psychische problemen. Uiteindelijke doelstelling is om voor deze kwetsbare doelgroep een betekenisvol/zelfstandig leven uit te bouwen in de maatschappij. De Vliering benadert zijn cliënten op een herstelgerichte en rehabilitatiegerichte manier.,NULL,NULL,1,8/9/2013 12:11,
415,,De Ambrassade,,1,Leopoldstraat,25,1000,Brussel,6,,,www.ambrassade.be,Vzw ,"De Ambrassade zet de jeugd, het jeugdwerk, jeugdinformatie en het jeugdbeleid op de kaart. We versterken de positie van kinderen en jongeren in de samenleving en hebben een positieve impact op hun levenskwaliteit.

 

We strijden voor een samenleving waarin kinderen en jongeren hun leven zelf in handen kunnen nemen. We versterken de kansen en kwaliteit van het jeugdwerk, jeugdinformatie en het jeugdbeleid.

",NULL,NULL,1,8/22/2013 17:12,
416,,Archief en Museum voor het Vlaams leven te Brussel,AMVB,1,Arduinkaai,28,1000,Brussel,6,,,www.amvb.be,,"Het Archief en Museum voor het Vlaams leven te Brussel vzw (her)ontdekt het verdwijnend collectief geheugen van de Brusselse Vlaming in de grootstedelijke samenleving als hefboom voor de verdere uitbouw van de Nederlandstalige Brusselse erfgoedgemeenschappen. Als pluralistische instelling in het Brussels Hoofdstedelijk Gewest verzekert het AMVB de verwerving, het beheer, het onderzoek en de ontsluiting van archieven en verwante erfgoedcollecties van Nederlandstalige Brusselse organisaties, personen en families uit de 19de, 20ste en 21ste eeuw.",NULL,NULL,1,9/5/2013 12:01,
417,,FairTradeGemeente,,4,Edinburgstraat,26,1050,Brussel,6,,,www.fairtradegemeenten.be,Noord-Zuidcampagne,"FairTradeGemeente wil op een heel concrete manier bijdragen aan een waardig bestaan voor de kleine boer in het Zuiden en de duurzame producent in het Noorden. Door middel van 6 criteria spelen we in op de vraag naar en het aanbod van eerlijke en lokale, duurzame producten. Op die manier maken we mensen in heel Vlaanderen warm voor het verhaal achter Fair Trade en lokale, duurzame landbouw.",NULL,NULL,1,9/9/2013 10:20,
418,,De Link,,1,Sint-Katelijnestraat,16-18,1000,Brussel,6,,,www.de-link.net,,"De Link wil mee een antwoord bieden voor de missing link die er is tussen mensen die in armoede geboren worden enerzijds en de aanpak van armoede anderzijds.

Ze wil dit doen door ervaringsdeskundigen in armoede en sociale uitsluiting op te leiden en in te schakelen in alle sectoren die met armoede en armoedebestrijding te maken hebben.",NULL,NULL,1,11/5/2013 09:53,
419,,Dienst Gezondheidszorg Gevangenissen,Dienst GZG,4,Willebroekkaai,33,1000,Brussel,6,,,,,"De Dienst Gezondheidszorg gevangenissen draagt de algemene verantwoordelijkheid voor de goede gang van zaken voor de gezondheidszorg binnen het kader van de uitvoering van straffen en vrijheidsberovende maatregelen. De dienst bepaalt het beleid op het gebied van gezondheidszorg en de zorgverleners verbonden aan de gevangenissen handelen volgens de beleidslijnen van de Dienst Gezondheidszorg Gevangenissen.



",NULL,NULL,1,11/8/2013 11:31,
420,,Levenslust vzw MPI,,1,Scheestraat,74,1750,lennik,2,,,,non-profit organisatie erkend door het VAPH (MPI),medisch pedagogisch instituut erkend voor verblijf van minderjarigen (doelgroep licht mentale handicap en/of gedrags- en emotionele stoornissen),NULL,NULL,1,11/28/2013 10:36,
421,,Chirojeugd Vlaanderen vzw,,1,Kipdorp,30,2000,Antwerpen,1,,,,,"De Chiro is de grootste jeugdbeweging van Vlaanderen en België. Ze bestaat uit een kleine duizend groepen en een regionale en Vlaamse structuur die die groepen ondersteunt.



",NULL,NULL,1,1/28/2014 13:49,
422,,vzw Vlaams Paardenloket,,1,Duboislaan,2,1560,Hoeilaart,2,,,www;vlaamspaardenloket.be,,Gratis aanspreekpunt rond paardenhouderij en alles wat erbij komt kijken voor de bevolking en de overheid - Adviesorgaan - Kennis- en informatiecentrum - Partner voor de overheid en de hippische sector,NULL,NULL,1,1/30/2014 16:18,
423,,Regionaal Integratiecentrum Foyer Brussel vzw,RIC Foyer Brussel,1,Werkhuizenstraat,25,1080,Brussel,6,,,www.foyer.be,,"De organisatie houdt zich op het gemeentelijk, het regionale en het internationale vlak bezig met de globale problematiek van de integratie van allochtone bevolkingsgroepen.",NULL,NULL,1,2/10/2014 18:02,
424,,Koninklijke Academie voor Schone Kunsten Antwerpen,KASKA,4,Mutsaardstraat,31,2000,Antwerpen,1,,,www.ap.be/academie,,"De Koninklijke Academie voor Schone Kunsten Antwerpen is een School of Arts binnen de AP Hogeschool en beidt in het Hoger Onderwijs een uitgebreide waaier aan afstudeerrichtingen aan binnen de beeldende kunsten. Van mode tot schilderkunst, van grafisch ontwerp tot theaterkostuum en beeldhouwen. De Academie bestaat ondertussen reeds 350 jaar en trekt een zeer internationaal studentenpubliek aan.",NULL,NULL,1,2/19/2014 17:10,
425,,Erasmushogeschool Brussel,Ehb,4,laarbeeklaan,119,1090,jette,6,,,,,Bachelorproef,NULL,NULL,1,2/27/2014 01:26,
426,,Theater De Spiegel,,1,Molenstraat,9,2018,Antwerpen,1,,,www.despiegel.com,,kunst voor de allerkleinsten (0-3 jaar),NULL,NULL,1,3/12/2014 11:37,
427,,Vzw Lokaal Welzijn,,1,Provinciebaan,40,2230,Herselt,1,,,www.vzwlokaalwelzijn.be,,"Dienstverlening aan alle opvoedverantwoordelijke van kinderen van 0 tot 12 jaar voor de gemeenten Westerlo, Herselt en Hulshout. Opzetten van projecten rond kinderarmoede; peuterspeelpunten FIJN, ruilwinkel MOOI, opvoedingsondersteuning en huiswerkbegeleiding aan huis voor maatschappelijk kwetsbare kinderen.",NULL,NULL,1,3/18/2014 11:32,
428,,Berkeley International Belgium,,2,Av Louise,367,1050,Brussel,6,,,www.berkeley-international.be,,"Beste,



Berkeley International wenst graag een studie te maken over de markt van de singles in Europa.

Demografie, evolutie, culturele verschillen en impact op daten/ relaties,..





Wie zijn wij? 

Berkeley International is een internationaal exclusief relatiebureau met hoofdzetel te Londen, opgericht in 2002, met filialen in Cannes, New York, Monaco, Manchester en Melbourne.

In de zomer van 2012 hebben we een bureau geopend in België. Ondertussen werden eveneens kantoren geopend in Parijs, Milaan, Genève, Amsterdam en Copenhagen. 

De doelgroep van Berkeley International zijn financieel onafhankelijke mensen die zich omwille van drukke professionele activiteiten en hun status niet kunnen richten tot de huidige relatiebemiddelingskanalen.  Deze mensen kunnen hun tijd niet investeren in datingsites en houden niet van de visibiliteit die ermee gepaard gaat.

Mensen die bij ons komen aankloppen zijn CEOs, ondernemers, vrije beroepen, professionals,..

De Belgische vestiging van Berkeley International wordt geleid door Genevieve en mezelf, we hebben beiden een jarenlange ervaring in de zakenwereld en in HR functies, zowel nationaal als internationaal. Het rekruteren van hoge profielen, waarbij deze gematcht werden met organisaties op basis van hun gezamenlijke waarden, maakt deel uit van onze expertise. 



In welke mate kan deze studie als thesisonderwerp aangeboden worden in samenwerking met de Universiteit Hasselt?

Graag hadden wij hiervoor de procedure gekend,





Hartelijk dank en vriendelijke groeten,







Annemieke & Genevieve

",NULL,NULL,1,3/25/2014 15:08,
429,,Koning Kevin,,1,Kapellekensweg,2,3010,Kessel-Lo,2,,,www.koningkevin.be,Jeugdwerkorganisatie,"Koning Kevin vzw is een landelijk georganiseerde jeugdwerkorganisatie, erkend door de Vlaamse Gemeenschap. Ons doel is om bij kinderen en jongeren een speelse, verantwoordelijke en bezielde houding te stimuleren. Daartoe organiseren we activiteiten voor kinderen en jongeren op vrijetijdsmomenten, een uitgebreid cursusaanbod, en vorming op aanvraag en op maat. Onze thuisbasis is een klein, geel kasteel in Kessel-Lo, dat we ook uitbaten als jeugdverblijfcentrum Heiberg.",NULL,NULL,1,4/18/2014 11:19,
430,,Vlaamse Sportfederatie vzw,,1,Zuiderlaan,13,9000,Gent,4,,,,,Koepelorganisatie van de erkende Vlaamse sportfederaties,NULL,NULL,1,4/24/2014 10:08,
431,,GBS,,4,Brusselsesteenweg,392,3090,Jezus-Eik,2,,,, ,Eén van onze doelen op school is het pestgedrag te doen stoppen.,NULL,NULL,1,4/27/2014 18:48,
432,,Vlaams Instituut voor Sportbeheer en Recreatiebeleid,ISB,1,August De Boeckstraat,1,9100,Sint-Niklaas,4,,,www/isbvzw.be,Koepelorganisatie,"Het Vlaams Instituut voor Sportbeheer en Recreatiebeleid (ISB) is de ledenvereniging en dienstverlenend kenniscentrum voor het lokaal en regionaal sport-, beweeg- en recreatiebeleid in Vlaanderen en Brussel.",NULL,NULL,1,4/29/2014 10:24,
433,,Dierenartsen Zonder Grenzen - Vétérinaires Sans Frontières Belgium,DZG-VSF Belgium,1,Avenue Paul Deschanel,36 B2,1030,Schaerbeek,6,,,www.dierenartsenzondergrenzen.be,ngo,"Dierenartsen Zonder Grenzen wil mensen in ontwikkelingslanden de kans op een waardig leven geven, zonder honger en armoede, door een gezonde en productieve veestapel. Het departement “Development Education and Awareness Raising (DEAR)” heeft als doel acties op poten te zetten die een verandering in attitude en gedrag aan moedigen bij de doelgroepen. Dierenartsen Zonder Grenzen koos ervoor te  werken met de huidige en toekomstige landbouwprofessionelen, de consumenten en de verkozen Belgische en Europese politici. Hierbij wil Dierenartsen Zonder Grenzen hen bewustmaken en acties ondersteunen ten gunste van productie en consumptie met respect voor het milieu, de dieren en de mensen, vooral in het Zuiden. ",NULL,NULL,1,6/16/2014 10:24,
434,,Universiteit Antwerpen - Sportdienst,,4,"Campus Middelheim, Middelheimlaan",1,2020,Antwerpen,1,,,,,"Een gezonde geest in een gezond lichaam. Sporten is niet alleen gezond, maar ook ontspannend en studiebevorderend.",NULL,,1,6/17/2014 13:15,
435,,Universiteit Antwerpen - Centrum voor Zorgtechnologie,,4,Campus Drie Eiken - Universiteitsplein,1,2610,Wilrijk,1,,,,Onderzoeksinstelling,"Het Centrum voor ZorgTechnologie (CZT) is een interfacultair centrum van de Universiteit Antwerpen dat innovatie, onderzoek, valorisatie en ondernemerschap voor een betere zorg in Vlaanderen stimuleert, katalyseert en faciliteert.",NULL,NULL,1,6/18/2014 12:29,
436,,mqpnjsqp,1,0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,1,7/10/2014 00:52,
437,,bpevxjli,1,0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
438,,bpevxjli,1,0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
439,,bpevxjli,"if(now()=sysdate(),sleep(3),0)/*'XOR(if(now()",0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
440,,bpevxjli,(select(0)from(select(sleep(9)))v)/*'+(select,0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
441,,bpevxjli,-1; waitfor delay '0:0:3' --,0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
442,,bpevxjli,-1); waitfor delay '0:0:6' --,0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
443,,bpevxjli,-1)); waitfor delay '0:0:9' --,0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
444,,bpevxjli,sH6BIhwk'; waitfor delay '0:0:6' --,0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
445,,bpevxjli,b7kAUtt9'); waitfor delay '0:0:9' --,0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
446,,bpevxjli,Jgez9vyG')); waitfor delay '0:0:3' --,0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
447,,bpevxjli,-1;select pg_sleep(6); --,0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
448,,bpevxjli,-1);select pg_sleep(3); --,0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
449,,bpevxjli,-1));select pg_sleep(6); --,0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
450,,bpevxjli,ve0YA5wO';select pg_sleep(3); --,0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
451,,bpevxjli,Y6m1U11w');select pg_sleep(9); --,0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
452,,bpevxjli,nrxV5aoK'));select pg_sleep(3); --,0,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
453,,bpevxjli,1,2,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
454,,bpevxjli,1,2,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
455,,bpevxjli,"if(now()=sysdate(),sleep(4),0)/*'XOR(if(now()",2,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:54,
456,,bpevxjli,(select(0)from(select(sleep(12)))v)/*'+(selec,2,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
457,,bpevxjli,-1; waitfor delay '0:0:4' --,2,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
458,,bpevxjli,-1); waitfor delay '0:0:8' --,2,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
459,,bpevxjli,-1)); waitfor delay '0:0:12' --,2,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
460,,bpevxjli,sWjTgciv'; waitfor delay '0:0:8' --,2,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
461,,bpevxjli,6T6dFJ2w'); waitfor delay '0:0:4' --,2,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
462,,bpevxjli,3vobq5AJ')); waitfor delay '0:0:8' --,2,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
463,,bpevxjli,-1;select pg_sleep(12); --,2,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
464,,bpevxjli,-1);select pg_sleep(4); --,2,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
465,,bpevxjli,-1));select pg_sleep(8); --,2,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
466,,bpevxjli,1QmtGtAl';select pg_sleep(12); --,2,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
467,,bpevxjli,bNRW92Yd');select pg_sleep(8); --,2,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
468,,bpevxjli,LrLT6peZ'));select pg_sleep(12); --,2,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
469,,bpevxjli,1,3,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
470,,bpevxjli,1,3,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
471,,bpevxjli,"if(now()=sysdate(),sleep(10),0)/*'XOR(if(now(",3,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
472,,bpevxjli,(select(0)from(select(sleep(5)))v)/*'+(select,3,1,1,94102,San Francisco,0,,,1,1,1,NULL,NULL,0,7/10/2014 00:55,
473,,Solidariteitsfonds VZW,,1,Vierwindenstraat,60,1080,Brussel,6,,,,,De naamsbekendheid van Oxfam in België vergroten via duurzame merchandising-activiteiten.,NULL,NULL,1,7/24/2014 14:22,
474,,gemeente Heusden-Zolder,,4,Heldenplein,1,3550,Heusden-Zolder,3,,,heusden-zolder.be,,algemeen gemeentebeleid,NULL,NULL,1,7/31/2014 10:21,
475,,Muziekmozaïek,,1,Wijngaardstraat,5,1755,Gooik,2,,,,,"In dit Huis van de Levende Traditie willen we niet alleen aandacht besteden aan alle mogelijk vormen van traditionele (folk- en jazz-) muziek maar ook aan andere vormen van traditionele kunst: aan projecten en informatie rond traditionele taal, ambachten en gastronomie, bijvoorbeeld.

",NULL,NULL,1,7/31/2014 14:49,
476,,Vzw muziekmozaïek Folk en Jazz,,1,Wijngaardstraat,5,1755,Gooik,2,,,,,"vzw Muziekmozaïek Folk en Jazz is het steun en aanspreekpunt voor iedere Folk en Jazz liefhebber of muzikant. Muziekmozaîek wil ontdekking, creativiteit en artistieke ontplooiing stimuleren.",NULL,NULL,1,8/28/2014 15:36,
477,,Klim- en Bergsportfederatie,KBF,1,Statiestraat,64,2070,Zwijndrecht,1,,,www.klimenbergsportfederatie.be,,"Federatie ter promotie, ondersteuning en bevordering van de Klim- en Bergsport in Vlaanderen en voor Vlamingen.",NULL,NULL,1,8/29/2014 15:36,
478,,Vlaams Communicatie Assistentie Bureau voor Doven,CAB,1,Dendermondesteenweg,449,9070,Destelbergen,4,,,www.cabvlaanderen.be,,"Opdrachthouder vanwege het Min. van Onderwijs, Min. van Welzijn en Min. van Werk om de tolken Vlaamse Gebarentaal te coördineren in deze drie sectoren voor dove gebruikers die namens deze Ministeries recht hebben op een pakket tolkuren (prestaties van tolken).  ",NULL,NULL,1,9/17/2014 17:00,
479,,Netwerk Bewust Verbruiken2,NBV,1,Edinburgstraat,26,1050,Brussel,6,,,www.bewustverbruiken.be,,"Netwerk Bewust Verbruiken vzw is een netwerkorganisatie die duurzame consumptie in Vlaanderen en Nederlandstalig Brussel bevordert. Onze strategie richt zich op het informeren en activeren van consumenten. We reiken praktische oplossingen aan rond thema’s als consumanderen (duurzamere keuzes maken m.b.t. voeding, afval, wonen, energie, mobiliteit) en consuminderen (delen, hergebruik, herstellen, tweedehands).",NULL,NULL,1,9/24/2014 16:54,
480,,Muzarts,,1,Steenstraat,6,1000,Brussel,6,,,,,Muzarts is een overkoepelende vzw met meerdere doelstellingen,NULL,NULL,1,10/29/2014 23:28,
481,,Jong & Van Zin,,1,Kipdorp,30,2000,Antwerpen,1,,,www.jongenvanzin.be,,"Jong & Van Zin wil dat alle kinderen en jongeren authentiek en weerbaar kunnen deelnemen aan en genieten van het samenleven.

 

Daarom informeert en motiveert Jong & Van Zin je jezelf en de andere te ontdekken. Zelfbewuste en respectvolle keuzes te maken. Actief te participeren en je voluit te engageren.

Jong & Van Zin gaat samen met jou op een positieve, ervaringsgerichte en participatieve manier aan de slag rond scharniermomenten in je leven. Met thema’s die voor jou belangrijk zijn en die je verdere (samen)leven vorm zullen geven.

We besteden bijzondere aandacht aan persoonlijke relaties en seksualiteit.



Wat doen we concreet? 

- Informatieve publicaties en educatieve materialen ontwikkelen voor kinderen, jongeren en hun begeleiders.

- Jongeren en hun intermediairs ervaringsgericht vormen.

- Participatieprojecten ontwikkelen én begeleiden met en door jongeren.

- Peer-support stimuleren en faciliteren. ",NULL,NULL,1,11/4/2014 09:31,
482,,Buda Kunstencentrum,BUDA,1,Kapucijnenstraat,10,8560,Moorsele,5,,,http://www.budakortrijk.be,,"Kunstencentrum BUDA is een werkplek voor kunstenaars, een festivalorganisator en een filmhuis. 



WERKPLEK. Jaarlijks verwelkomt kunstencentrum ruim 150 kunstenaars die in Kortrijk tijdelijk komen wonen en werken. Voor hen staan studio’s in de Budatoren, twee technisch uitgeruste theaterzalen in de Budascoop, een ploeg theatertechnici en een residentiehuis om te overnachten ter beschikking. 



FESTIVALORGANISATOR. De residentiekunstenaars presenteren hun werk aan het publiek tijdens vijf festivals doorheen het jaar: drie maal fresh (voorjaar), Kortrijk Congé (half juli) en NEXT (najaar). 



FILMHUIS: Dagelijks vertoont kunstencentrum BUDA minstens drie films per dag in de Budascoop. Daarnaast organiseren we regelmatig bijzondere filmprojecten die thematisch inhaken op de podiumwerking of gericht zijn op specifieke doelgroepen: kinderen, jongeren, senioren… De filmwerking biedt een alternatief voor het eerder commercieel aanbod. 



Kunstencentrum BUDA is ontstaan uit kunstencentrum Limelight, danswerplaats Dans in Kortrijk en festival voor beeldcultuur Beeldenstorm. Eind 2005 werden deze drie aparte kunstenhuizen ontbonden en vormden ze samen kunstencentrum BUDA. 



Kunstencentrum BUDA is een private vzw die naast eigen inkomsten uit ticketverkoop en sponsoring, gefinancierd wordt door ondermeer de Vlaamse Gemeenschap, de Provincie West-Vlaanderen, de Stad Kortrijk en de Europese Unie.",NULL,NULL,1,11/18/2014 13:17,
483,,Brussels Hoofdstedelijk Parlement,,4,Lombardstraat,61-67,1000,Brussel,6,,,www.carladejonghe.be,,Belangrijke maatschappelijke thema's op de politieke agenda plaatsen. Het beleid van de Brusselse regeringsleden controleren. Wetsvoorstellen lanceren. ,NULL,NULL,1,12/11/2014 11:27,
484,,GC Elzenhof,,1,Kroonlaan,20,1050,Elsene,6,,,,Gemeenschapscentrum,"Elzenhof is het gemeenschapscentrum van Elsene: een bruisende ontmoetingsplaats voor elke buurtbewoner, Elsenaar of Brusselaar.

We zetten duurzaamheid en engagement voorop. Doelstellingen als sociale cohesie, transversale samenwerking, mede-eigenaarschap en experiment liggen aan de basis van onze werking.



Elzenhof is de perfecte voedingsbodem voor frisse ideeën, inspirerende kruisbestuivingen, levendige discussies en creatieve manoeuvres.



Als lokaal ankerpunt verenigt en dynamiseert Elzenhof organisaties, collectieven, burgers en vrijwilligers.



Het resultaat: een brede waaier aan (socio-) culturele activiteiten en ontmoetingsmomenten.



Concerten, films, taallessen, creatieve ateliers, kunstingrepen, tuinactiviteiten, speelweken, familievoorstellingen babbel-en speelcafés, buurtprojecten en evenementen, ….

Het aanbod is divers en op maat van de hedendaagse stadsbewoner.",NULL,NULL,1,1/14/2015 12:11,
485,,sportaco,,1,ketelweg,6,8490,jabbeke,5,,,www.sportaco.be,,Organiseren van vakantiekampen voor jongeren.,NULL,NULL,1,1/15/2015 10:31,
486,,Wel Jong Niet Hetero,,1,Kammerstraat,22,9000,Gent,4,,,,,Vrijwilligersorganisatie met als doel dat elke holebi- en transgenderjongere zich goed en veilig voelt,NULL,NULL,1,1/23/2015 16:47,
487,,Vlaams Instituut voor Mobiliteit,VIM,1,Wetenschapspark,13,3590,Diepenbeek,3,,,www.vim.be,lichte structuur,"Duurzame mobiliteit door innovatie bevorderen vormt de opdracht van het Vlaams Instituut voor Mobiliteit. 

Het VIM verwezenlijkt deze missie door samen met (grote en kleine) bedrijven en lokale overheden innovatieve proefprojecten te ontwikkelen en uit te voeren die de files en de CO2 uitstoot verminderen en zorgen voor economische winst en jobcreatie .",NULL,NULL,1,1/26/2015 17:56,
488,,Scholengemeenschap Sint-Nicolaas,SGSNBAO,1,Collegestraat,31,9100,Sint-Nicolaas,4,,,www.sgsnbao.be,Scholengemeenschap,Ondersteunen van leerkrachten en directeurs van onze scholengemeenschap,NULL,NULL,1,3/6/2015 12:55,
489,,Testorganisatie David,,1,Sparrenstraat,59,9820,Merelbeke,4,,,,,Testen van de databank,NULL,NULL,1,4/28/2015 09:47,
490,,Logo Gezond + vzw,,1,Baudelokaai,8,9000,Gent,4,,,www.logogezondplus.be,,"Gezondheidspromotie en ziektepreventie binnen volgende 7 thema's: kankeropsporing; voeding en beweging; valpreventie; geestelijke gezondheid; tabak, alcohol en drugs; vaccinaties; milieu en gezondheid",NULL,NULL,1,5/7/2015 16:01,
491,,Jeugdvakanties Duinen-Heide,Duinen-Heide,1,Koning Albertlaan,58,3010,Kessel-Lo,2,,,,,Het organiseren van jeugdkampen en kadervorming voor begeleiders in het jeugdwerk,NULL,NULL,1,5/8/2015 13:49,
492,,De Algemene Centrale ABVV,,4,Hoogstraat,26-28,1000,Brussel,6,,,www.accg.be,vakbond,verdediging rechten van werknemers,NULL,NULL,1,5/8/2015 17:11,
493,,Kindervreugd,,1,Limburgstraat,49-53,2020,Antwerpen,1,,,www.kindervreugd.be,Jeugdwerk,"Missie Kindervreugd:

Kindervreugd wil een pluralistische ontmoetingsplaats zijn voor een zo breed mogelijke groep kinderen, jongeren en vrijwilligers. We willen door ons aanbod een belangrijk deel uitmaken van de ontwikkeling van kinderen tot volwassenen. Via kwaliteitsvolle activiteiten willen we samen op speelse wijze de wereld ontdekken, vertrekkende vanuit de maatschappelijke realiteit.

Kindervreugd wil sociale en culturele competenties ontwikkelen met respect voor ieders eigenheid. Door vrijwilligers professioneel te omkaderen willen wij hen uitdagen te participeren en zichzelf te ontplooien.

De kracht van Kindervreugd is haar vrijwilligersnetwerk",NULL,NULL,1,5/13/2015 11:17,
494,,Huis van het Nederlands Vlaams-Brabant,HvN Vlaams-Brabant,1,Provincieplein,1,3010,Leuven,2,,,www.huisvlaamsbrabant.be,,"Kandidaat-cursisten Nederlands screenen en doorverwijzen naar de meest gepaste cursus Nederlands rekening houdend met hun leervaardigheid, niveau Nederlands en praktische mogelijkheden.",NULL,NULL,1,5/15/2015 09:13,
495,,Duurzaamheidskantoor UGent,,4,Sint-Pietersnieuwstraat,25,9000,Gent,4,,,www.ugent.be/duurzaamheidskantoor,,"Het duurzaamheidskantoor streeft ernaar een platform te zijn, waar onderwijs, onderzoek en bedrijfsvoering elkaar kunnen versterken op vlak van duurzame ontwikkeling. Het is een permanent orgaan, dat overkoepelend het duurzaamheidsbeleid van de UGent bewaakt, een goed draaiende dagelijkse werking garandeert en nieuwe opportuniteiten voor acties, projecten of samenwerking detecteert en uitwerkt. Het vormt tevens het centrale aanspreekpunt voor duurzame ontwikkeling aan de Universiteit Gent.



",NULL,NULL,1,5/21/2015 11:53,
496,,Socius,,1,Gallaitstraat,86 bus 4,1030,Brussel,6,,,www.socius.be,,140 sociaal-culturele organisaties en 2200 professionals ondersteunen via praktijkontwikkeling en -ondersteuning en het zichtbaar maken van de sector.,NULL,NULL,1,5/21/2015 16:14,
497,,Solidum,,1,Palokenstraat,17,1670,Pepingen,2,,,,woonzorgcentrum,Het woonzorgcentrum Henri Vander Stokken is gespecialiseerd in de huisvesting en verzorging van zorgbehoevende en dementerende ouderen.,NULL,NULL,1,6/2/2015 14:51,
499,,ArmenTeKort,,1,Quellinstraat,22-Aug,2018,Antwerpen,1,,,www.armentekort.be,,"Met de ATK project willen we de bestaande kennis en kunde en de ervaring van de hulpverlening gebruiken om de kansrijken te versterken zodat zij in een één op één relatie op weg kunnen gaan met de kansarmen. 



Het gereedschap dat zij hiervoor aangereikt krijgen is empowerment. Empowerment zoals wij het hier willen toepassen is een proces van interactie tussen de kansarmen en de kansrijken waarbij de kansarme zelf tot een duurzame oplossing komt binnen zijn gemeenschap. 



Dit kunnen we niet verwachten van de professionele sector. Belangrijke aandachtspunten zijn hierbij het uitbreiden van het netwerk en het herankeren van de kansarme in zijn omgeving. Aan het einde van de rit moet de kansarme terugvallen op een netwerk en niet alleen op de kansrijke. 



Het proces neemt een einde op het ogenblik dat de kansarme voelt dat hij een keuze kan maken, dat er mogelijkheden zijn. Deze beweging moet op termijn schaalbaar zijn, willen we kansarmoede oplossen. In het proefproject (50) kan dit koppelen van een kansarme aan een kansrijke nog door mensen persoonlijk aan te spreken maar om dit op grote schaal te doen hebben we nieuwe tools nodig. We willen gebruik maken van sociale media



Door tijd te investeren in dit samen op weg gaan worden gevoelens van naastenliefde, solidariteit en/of verlicht eigenbelang versterkt. Dit geeft de kansrijke het gevoel van het verschil te maken hetgeen zonder enige twijfel meer inhoud geeft aan zijn menszijn.We zijn ervan overtuigd dat dit proces ook leidt tot een beter armoedebeleid en een andere armoedevisie.",NULL,communicatie: nathan.adriaensen@armentekort.be,1,6/10/2015 15:51,
