"idquestionlog","question_idquestion","datecreated","event","description","attachment","manual"
"10925","4281","2015-05-18 10:13:51","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"10926","4281","2015-05-18 10:14:18","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"10927","4282","2015-05-18 10:44:29","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"10928","4283","2015-05-18 10:54:30","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"10929","4282","2015-05-18 10:56:37","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"10930","4283","2015-05-18 10:56:42","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"10931","4281","2015-05-19 16:32:48","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"10932","4284","2015-05-20 12:18:01","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"10933","4285","2015-05-20 12:25:48","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"10934","4285","2015-05-21 15:22:46","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"10935","4285","2015-05-21 15:39:02","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"10936","4285","2015-05-21 15:39:06","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"10937","4216","2015-05-21 15:53:47","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"10938","4286","2015-05-21 15:53:47","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10939","4217","2015-05-21 15:55:07","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"10940","4287","2015-05-21 15:55:07","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10941","4272","2015-05-21 15:56:20","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"10942","4288","2015-05-21 15:56:20","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10943","4273","2015-05-21 15:59:48","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"10944","4289","2015-05-21 15:59:48","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10945","4274","2015-05-21 16:02:03","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"10946","4290","2015-05-21 16:02:03","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10947","4281","2015-05-21 16:03:22","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"10948","4291","2015-05-21 16:03:22","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10949","4282","2015-05-21 16:05:22","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"10950","4292","2015-05-21 16:05:22","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10951","4283","2015-05-21 16:06:14","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"10952","4293","2015-05-21 16:06:14","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10953","4288","2015-05-21 16:07:05","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"10954","4294","2015-05-26 16:06:53","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"10955","4294","2015-05-27 16:21:27","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"10956","4284","2015-05-27 16:21:37","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"10957","4294","2015-05-28 08:52:23","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"10958","4294","2015-05-28 08:52:24","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"10959","4294","2015-05-28 08:57:33","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"10960","4295","2015-05-28 08:57:33","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10961","4295","2015-05-28 09:01:07","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"10962","3431","2015-05-28 10:09:10","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"10963","4216","2015-05-28 10:15:49","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"10964","3993","2015-05-28 10:19:15","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"10965","3801","2015-05-28 10:21:21","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"10966","3694","2015-05-28 10:23:26","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"10967","3694","2015-05-28 10:23:35","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"10968","3693","2015-05-28 10:25:01","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"10969","3759","2015-05-28 11:14:31","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"10970","3752","2015-05-28 11:20:18","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"10971","3751","2015-05-28 11:21:04","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"10972","4280","2015-06-03 12:00:26","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"10973","3486","2015-06-08 16:06:18","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"10974","4053","2015-06-08 16:07:00","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"10975","3920","2015-06-08 16:08:05","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"10976","4307","2015-06-09 16:36:13","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"10977","4307","2015-06-10 13:56:07","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"10978","4308","2015-06-15 10:18:05","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"10979","4308","2015-06-17 09:35:21","Vraag toegewezen aan Wetenschapswinkel Gent door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Gent door Centrale Unit","NULL","0"
"10980","4282","2015-06-25 13:32:46","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"10981","4309","2015-06-25 13:32:46","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10982","4283","2015-06-25 13:34:41","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"10983","4310","2015-06-25 13:34:41","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10984","4281","2015-06-25 13:42:30","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"10985","4311","2015-06-25 13:42:30","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10986","4227","2015-06-25 13:55:03","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"10987","4312","2015-06-25 13:55:03","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10988","4224","2015-06-25 14:08:59","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"10989","4313","2015-06-25 14:08:59","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10990","4311","2015-06-25 14:12:04","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"10991","4208","2015-06-25 14:18:45","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"10992","4314","2015-06-25 14:18:45","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10993","4205","2015-06-25 14:26:38","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"10994","4315","2015-06-25 14:26:38","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10995","4272","2015-06-25 14:50:25","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"10996","4316","2015-06-25 14:50:25","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10997","4071","2015-06-25 15:00:58","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"10998","4317","2015-06-25 15:00:58","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"10999","4193","2015-06-29 12:05:11","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11000","4190","2015-06-29 12:07:15","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11001","4122","2015-06-29 13:11:26","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11002","4318","2015-06-29 13:11:26","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11003","4120","2015-06-29 13:12:06","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11004","4319","2015-06-29 13:12:06","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11005","4308","2015-06-29 17:02:35","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11006","3864","2015-06-30 15:55:00","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11007","3864","2015-07-02 12:01:47","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11008","3862","2015-07-02 12:05:19","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11009","3513","2015-07-02 12:08:04","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11010","3506","2015-07-02 12:12:55","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11011","4280","2015-07-02 15:35:28","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11012","4308","2015-07-02 15:45:38","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11013","2292","2015-07-02 16:07:28","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"11014","4280","2015-07-06 11:24:25","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11015","4308","2015-07-06 11:25:06","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11016","4321","2015-07-08 14:57:51","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11017","4322","2015-07-08 15:16:58","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11018","4323","2015-07-08 15:39:11","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11019","4324","2015-07-08 15:44:11","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11020","4325","2015-07-08 15:53:11","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11021","4326","2015-07-08 15:58:26","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11022","4327","2015-07-08 17:02:51","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11023","4321","2015-07-08 17:13:36","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11024","4322","2015-07-08 17:13:43","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11025","4323","2015-07-08 17:13:57","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11026","4323","2015-07-08 17:13:57","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11027","4324","2015-07-08 17:14:07","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11028","4325","2015-07-08 17:14:15","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11029","4326","2015-07-08 17:14:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11030","4328","2015-07-09 12:34:37","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11031","4329","2015-07-09 15:03:32","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11032","4330","2015-07-09 15:20:12","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11033","4331","2015-07-09 15:52:51","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11034","4332","2015-07-09 16:45:42","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11035","4333","2015-07-13 10:23:38","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11036","4334","2015-07-13 10:34:13","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11037","4327","2015-07-27 09:11:37","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11038","4328","2015-07-27 09:11:47","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11039","4329","2015-07-27 09:11:54","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11040","4330","2015-07-27 09:12:03","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11041","4331","2015-07-27 09:12:25","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11042","4332","2015-07-27 09:12:32","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11043","4333","2015-07-27 09:12:45","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11044","4334","2015-07-27 09:12:52","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11045","3130","2015-07-27 09:13:25","Vraag geweigerd door Centrale Unit","Vraag geweigerd door Centrale Unit","NULL","0"
"11046","3395","2015-07-27 09:13:35","Vraag geweigerd door Centrale Unit","Vraag geweigerd door Centrale Unit","NULL","0"
"11047","4333","2015-07-27 09:17:35","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11048","4334","2015-07-27 09:19:57","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11049","4307","2015-07-27 09:23:53","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11050","4335","2015-07-27 16:47:57","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11051","4336","2015-07-27 16:52:48","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11052","4337","2015-07-27 16:54:05","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11053","4338","2015-07-27 16:54:52","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11054","4339","2015-07-27 16:55:40","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11055","4340","2015-07-27 17:04:23","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11056","4335","2015-07-27 17:08:42","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11057","4336","2015-07-27 17:08:52","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11058","4337","2015-07-27 17:09:00","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11059","4338","2015-07-27 17:09:08","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11060","4339","2015-07-27 17:09:18","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11061","4340","2015-07-27 17:09:27","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11062","4307","2015-07-28 11:23:25","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11063","4332","2015-07-29 10:38:56","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11064","4331","2015-07-29 10:40:31","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11065","4331","2015-07-29 10:44:45","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11066","4330","2015-07-29 10:46:40","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11067","4329","2015-07-29 10:48:10","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11068","4328","2015-07-29 10:53:11","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11069","4326","2015-07-29 10:56:05","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11070","4325","2015-07-29 10:57:49","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11071","4324","2015-07-29 10:58:34","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11072","4324","2015-07-29 10:59:24","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11073","4323","2015-07-29 10:59:49","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11074","4322","2015-07-29 11:00:43","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11075","4321","2015-07-29 11:02:24","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11076","4285","2015-07-29 11:48:15","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11077","4341","2015-07-29 11:48:15","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11078","4321","2015-07-30 14:19:50","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11079","4322","2015-07-30 14:21:49","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11080","4329","2015-07-30 14:30:53","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11081","4330","2015-07-30 14:33:42","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11082","4330","2015-07-30 14:34:55","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11083","4332","2015-07-30 14:51:18","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11084","4331","2015-07-30 14:54:23","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11085","4330","2015-07-30 14:56:29","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11086","4329","2015-07-30 15:01:17","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11087","4328","2015-07-30 15:02:40","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11088","4326","2015-07-30 15:06:54","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11089","4324","2015-07-30 15:07:31","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11090","4323","2015-07-30 15:08:34","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11091","4326","2015-07-30 15:08:43","Vraag geweigerd door Regionale Winkel","Vraag geweigerd door Regionale Winkel","NULL","0"
"11092","4325","2015-07-30 15:10:08","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11093","4322","2015-07-30 15:11:19","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11094","4321","2015-07-30 15:13:30","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11095","4335","2015-07-30 15:45:16","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11096","4336","2015-07-30 15:45:24","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11097","4337","2015-07-30 15:45:30","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11098","4338","2015-07-30 15:45:40","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11099","4339","2015-07-30 15:45:47","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11100","4340","2015-07-30 15:45:54","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11101","4327","2015-08-05 09:58:01","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11102","4327","2015-08-05 10:56:45","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11103","4327","2015-08-05 10:58:07","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11104","4342","2015-08-05 10:58:07","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11105","4083","2015-08-05 13:51:24","Vraag is op inactief gezet","Vraag is op inactief gezet","NULL","0"
"11106","4084","2015-08-05 13:53:14","Vraag is op inactief gezet","Vraag is op inactief gezet","NULL","0"
"11107","4082","2015-08-05 13:54:14","Vraag is op inactief gezet","Vraag is op inactief gezet","NULL","0"
"11108","2615","2015-08-05 13:55:01","Vraag is op inactief gezet","Vraag is op inactief gezet","NULL","0"
